Comments,Class
"বাঙ্গালী জাতির মায়া বেশি যার হাত পা নেই তাকে বেশি ভিক্ষা দেয়, যে বয়স্ক মহিলা লাঠি ভর করে হাটে তাকে কেউ সহজে ভিক্ষা দিতে চায় না,, মনে করে হাত পা আছে কর্ম করে খেতে পারে,অথচ সেই বয়স্ক মহিলাকে কেউ কাজে নিবে না",0
এমন মানবিক সংকটে আমাদের আরো একসাথে কাজ করা উচিত। 💪,0
যারা বাচ্চা ভাড়া দেয় তাদের আইনের আওতায় আনা উচিত,0
রোহিঙ্গা জনগণের প্রতি সহানুভূতির হাত বাড়ানো আমাদের কর্তব্য। 🙌,0
"প্রত্যেক জনই উচিৎ কথা বলতেছে,,, আসল কথা টাকাই মূল।",0
"বিশ্বের সকল দেশ যদি একত্রিত হয়, তাহলে এই সংকটের সমাধান সম্ভব। 🌏",0
এইসব বাচ্চাদের বেশিরভাগ সময়ই ঘুমন্ত দেখা যায়,0
"তারা যেখানে আছেন, আমাদের সহযোগিতা তাদের প্রয়োজন।",0
"রিকশাচালক, পথের ভিক্ষুক, কিছু গার্মেন্টস কর্মী এবং সমাজের একদম নিম্নবিত্ত স্তরের কিছু মানুষ, যারা আমাদের চারপাশে বসবাস করছে—এদের একটি উল্লেখযোগ্য অংশ সমাজের জন্য হুমকি স্বরূপ।",0
"শুধু কথায় নয়, কাজে সাহায্য করা উচিত। 🔥",0
ভাই বানাতে পারেন না মনে হচ্ছে 🙂🐸,0
"কীভাবে আমরা তাদের পাশে দাঁড়াতে পারি, তা ভাবা উচিত। 🤔",0
আলহামদুলিল্লাহ আমি এটা থেকে বিরত আছি,0
"এটা সত্যিই দুঃখজনক, তাদের পরিস্থিতি পরিবর্তনের জন্য আমাদের উদ্যোগ নিতে হবে। 💔",0
আল্লাহর রহমতে আমি এইরকম ট্রেন্ড ফলো করি নাই 😅😅,0
"যতটা সম্ভব মানবিক সহায়তা দিতে হবে, এগিয়ে আসুন সবাই! 🙏",0
আবার একবার জিজ্ঞেস করে থেমে গেলে ক্ষেপে যাবে। বলবে আরেকবার জিজ্ঞেস করলে না কেন?,0
"এটা শুধুমাত্র আমাদের দেশের সমস্যা নয়, এটা বিশ্বের সমস্যা। 🌍",0
"আল্লাহ আপনাকে দীর্ঘায়ু দান করুন, হেফাজত করুন আমিন।",0
এত বিপদে তাদের পাশে দাঁড়ানো আমাদের মানবিক দায়িত্ব। 🕊️,0
যাই বলেন না কেন যারা ৪০০ টাকার জন্য বাচ্চাকে দিতে পারে তারা কতো অসহায় বুঝেন তো,0
"ভালোবাসা ও সহানুভূতির প্রয়োজন, আসুন একসাথে এগিয়ে আসি। 🤝",0
এদের জন্য যারা প্রকৃত ভিক্ষুক তারাও এখন বঞ্চিত হবে।,0
বিশ্বের ক্ষমতাধর দেশগুলোর উচিত রোহিঙ্গাদের সাহায্য করা। 🌎,0
সারাজীবন থাকার প্রতিশ্রুতি দিয়ে কেউ শেষ অব্দি থাকতে পারে না💔😅,0
"নতুন কিছু জানলাম আজ, ধন্যবাদ এত সুন্দরভাবে বোঝানোর জন্য! 😊👏",0
এইসব মানুষদের জন্য আজকাল গরীবদের প্রাইভেসি বলতে কিছু নাই। দুইটা ভিউয়ের জন্য অনুমতি ছাড়া ভিডিও করে,0
